ID, Instructions
50," Place lamb and 2 tablespoons olive oil in a large bowl and toss to coat; set aside.
 Mix paprika, cinnamon, salt, garlic powder, coriander, cumin, cardamom, ginger, turmeric, cayenne, cloves, and saffron together in a large resealable bag. Add lamb to the bag and toss to coat well. Refrigerate for at least 8 hours, preferably overnight.
 Heat remaining 1 tablespoon olive oil in a large, heavy-bottomed pot over medium-high heat. Add 1/3 of the lamb and brown well, 5 to 7 minutes. Remove to a plate and repeat to cook remaining two batches of lamb.
 Add onions and carrots to the pot and cook for 5 minutes. Stir in garlic and ginger; continue cooking for an additional 5 minutes. Return lamb to the pot and stir in lemon zest, chicken broth, tomato paste, and honey. Bring to a boil, then reduce heat to low. Cover and simmer, stirring occasionally, until meat is tender, 1 ½ to 2 hours.
 If the consistency of tagine is too thin, you may thicken it with cornstarch and water slurry during the last 5 minutes.
 Serve over couscous.
"
51," In a large Dutch oven place sweet potato, eggplant, peppers, carrots, onion, and three tablespoons oil. Saute over medium heat for 5 minutes.
 In a medium saucepan place 3 tablespoons olive oil, garlic, turmeric, curry powder, cinnamon, salt and pepper and saute over medium heat for 3 minutes.
 Pour garlic and spice mixture into the Dutch oven with vegetables in it. Add the garbanzo beans, almonds, zucchini, raisins, and orange juice. Simmer 20 minutes, covered.
 Add spinach to pot and cook for 5 more minutes. Serve!
"
52," Combine lamb, onions, celery, cilantro, margarine, pepper, turmeric, cinnamon, ginger, and cayenne in a large soup pot over low heat. Cook, stirring frequently, for 5 minutes. Pour in tomatoes (without juice) and simmer for 15 minutes.
 Add water, reserved tomato juice, and lentils. Bring to a boil, then reduce the heat, cover, and simmer for 1 hour 50 minutes.
 Increase the heat to medium-high and add garbanzo beans and vermicelli pasta. Cook until noodles are tender yet firm to the bite, about 10 minutes. Stir in eggs and lemon juice and cook for 1 minute.
"
53," Whisk olive oil, 1/4 cup mint, cilantro, 2 tablespoons lemon juice, honey, 1 1/2 teaspoon salt, 2 cloves garlic, paprika, cumin, coriander, cinnamon, and cayenne in a large bowl. Reserve 1/4 cup marinade in a separate bowl.
 Place chicken in a large resealable plastic bag. Pour marinade over chicken. Press air out of the bag and seal tightly. Turn the bag to distribute the marinade. Place in a bowl and refrigerate for 5 hours.
 Whisk yogurt, 1/2 cup lemon juice, 1/4 cup mint, 2 cloves garlic, lemon zest, and 1 teaspoon salt together in a bowl to make sauce. Cover and place in the refrigerator.
 Toss green bell peppers and red onion in the reserved 1/4 cup marinade. Remove chicken from the bag and discard all marinade. Thread chicken, peppers, and onion alternately onto skewers.
 Preheat an outdoor grill for medium-high heat and lightly oil the grate. Arrange skewers on the grill. Close lid and cook, turning once or twice, until chicken is firm to the touch, 8 to 10 minutes. Remove from grill and let stand for 2 to 3 minutes. Serve with cold sauce.
 Nutrition data for this recipe includes the full amount of marinade ingredients. The actual amount of marinade consumed will vary.
"
54," Preheat oven to 350 degrees F (175 degrees C).
 Mix water, onion, olive oil, balsamic vinegar, Dijon mustard, garlic, black pepper, cayenne pepper, and salt together in a roasting dish. Add chicken; turn until well coated with mixture.
 Bake in the preheated oven until an instant-read thermometer inserted into the thickest part of the thigh, near the bone, reads 165 degrees F (74 degrees C), about 1 hour 30 minutes.
"
55," Heat 3 tablespoons olive oil in a large pot over medium-high heat. Season mutton chops and chicken drumsticks with salt and pepper; cook in batches with onions in the hot oil until browned, about 2 minutes per side. Transfer to a large plate.
 Scrape the bottom of the pot with a wooden spoon to release browned bits. Return mutton chops and chicken to the pot. Pour in enough water to cover; add turmeric, cumin, and coriander. Cover and bring to a boil. Reduce heat to medium; simmer for 20 minutes.
 Stir potatoes, turnips, and carrots into the pot. Simmer, covered, until vegetables start to soften, about 10 minutes. Mix in tomato paste and ras el hanout; cook for 10 minutes. Stir in chickpeas, zucchini, and cilantro; continue cooking, covered, until zucchini is tender, about 5 minutes.
 Bring 3 cups water to a boil in a saucepan; remove from heat and stir in couscous and butter. Cover saucepan and let stand until water is absorbed completely, 5 to 10 minutes. Fluff couscous with a fork and stir in 1 tablespoon olive oil. Transfer to a serving dish.
 Ladle 2 scoops of cooking liquid into a bowl; mix in harissa until smooth.
 Scoop vegetables onto a serving plate. Scoop mutton and chicken onto a separate plate. Serve alongside couscous, harissa sauce, and remaining cooking liquid in the pot.
"
56," Place a steamer insert into a saucepan, and fill with 1 1/2 cups of water, or just below the bottom of the steamer. Cover, and bring the water to a boil over high heat. Add the sliced carrots, reduce the heat to medium, and cover the pan again. Steam until tender but not mushy, 4 to 6 minutes depending on the thickness of the slices. Reserve 1/2 cup of the cooking liquid.
 Heat the olive oil in a skillet over medium heat. Reduce the heat to low and stir in the salt, pepper, cinnamon, cumin, garlic, and thyme. Cook the spices and garlic, stirring frequently, until fragrant, about 10 minutes. Add the 1/2 cup reserved cooking liquid and the bay leaf, cover, and simmer for 20 minutes.
 Stir in the carrots, tossing well to coat with the spice mixture, and cook until heated through, about 2 to 3 minutes. Sprinkle with lemon juice and remove the bay leaf before serving.
"
57," Combine garlic, chile pepper, cumin, paprika, black pepper, cayenne, and salt in a mortar; grind with a pestle until it forms a paste. Add olive oil and mix dersa well.
 Heat a large saucepan over medium heat and stir-fry dersa until fragrant, 2 to 4 minutes. Add potato halves and stir to combine with the dersa. Stir in tomato paste. Pour in enough water to just cover the potatoes and bring to a boil. Reduce heat and simmer until potatoes are tender, about 40 minutes.
 Ladle potatoes into a serving bowl. Spoon any remaining sauce over the potatoes.
"
58," Preheat your oven's broiler. Place red bell peppers and tomatoes on a baking sheet, and roast under the broiler for about 8 minutes, turning occasionally. This should blacken the skin and help it peel off more easily. Cool, then scrape the skins off of the tomatoes and peppers, and place them in a large bowl. Remove cores and seeds from the bell peppers.
 Heat 1 tablespoon of olive oil in a skillet over medium heat. Add the jalapenos and garlic, and cook until tender, stirring frequently. Remove from heat, and transfer the garlic and jalapeno to the bowl with the tomatoes and red peppers. Using two sharp steak knives (one in each hand), cut up the tomatoes and peppers to a coarse and soupy consistency. Stir, and set sauce aside.
 Place the semolina in a large bowl, and stir in salt and 4 tablespoons of olive oil. Gradually add water while mixing and squeezing with your hand until the dough holds together without being sticky or dry, and molds easily with the hand. Divide into 6 pieces and form into balls.
 For each round, heat 1 tablespoon of olive oil in a large heavy skillet over medium heat. Roll out dough one round at a time, to no thicker than 1/4 inch. Fry in the hot skillet until dark brown spots appear on the surface, and they are crispy. Remove from the skillet, and wrap in a clean towel while preparing the remaining flat breads.
 To eat the bread and sauce, break off pieces of the bread, and scoop them into the sauce. It will slide off, but just keep reaching in!
"
59," Prepare the almonds the day before. Bring 6 cups of water to a boil. Remove from heat, and add the almonds. Let the almonds soak in water for about 5 minutes, then drain and peel. Spread the almonds on baking sheets, and bake at 200 degrees F(95 degrees C) until completely dry and toasted. This takes several hours, and needs to be prepared ahead. Be careful not to burn the nuts, as this will give a bitter taste to the filling.
 Combine 1 cup sugar and 1 cup water in a saucepan, and bring to a boil. Add 1 teaspoon lemon juice, reduce heat to low, and let it simmer until syrupy, about 30 to 40 minutes. Stir in orange blossom water, and remove from heat. Set sugar syrup aside.
 Combine flour and salt in a large mixing bowl. Make a hole in the center, and pour oil, egg, 1/2 teaspoon lemon juice, and 1 tablespoon orange blossom water into the center. Mix with fingers until the dough resembles coarse crumbs. Gradually sprinkle with warm water while mixing until the dough becomes soft and pliable. Divide into 4 equal portions. Cover dough with a wet cloth, and set aside.
 In a food processor, finely grind the almonds. Measure 3 cups of the finely ground almonds into a mixing bowl, and stir together with 1 cup sugar, baking powder, vanilla powder, lemon zest, and 2 tablespoons orange flower water. Mix in three eggs one at a time, stirring constantly; mix until you get a sticky, paste-like mixture.
 Sprinkle cornstarch on the rolling surface to prevent sticking. Roll each portion of dough very thinly, 1 to 2 millimeters (1/16 inch). Cut the rolled dough into circles of about 10 centimeters (4 inches) in diameter each. Lightly wipe the surface of each circle with cornstarch, and fit into a tart mold, cornstarch side down to prevent sticking. Gently press the dough onto the sides and bottom of the mold, and trim extra dough from around the rim. Fill three quarters of each mold with the almond filling.
 Bake on the top shelf at 350 degrees F (175 degrees C) for 20 to 25 minutes, or until the surface of the tart is golden and the dough is firm. Remove the tarts from the molds as soon as they come out of the oven. Dip each tart in the sugar syrup while still hot. Stick a pine nut into the middle of each tart for decoration. Place on a wire rack to drain.
"
60," Blend tomatoes, onions, serrano pepper, anaheim pepper, zucchini, and garlic together in a blender until vegetables are completely pureed.
 Heat olive oil in a large pot over medium heat. Cook lamb and beef with a pinch of salt, stirring occasionally, until lamb is cooked through and browned on all sides, about 25 minutes.
 Stir vegetable puree, vegetable bouillon, cumin, black pepper, paprika, coriander, turmeric, and cayenne pepper into lamb mixture. Bring to a simmer and reduce heat to medium-low; cook, stirring occasionally, until flavors begin to blend, about 35 minutes.
 Pour water and tomato paste into lamb mixture. Bring to a simmer, reduce heat to medium-low, and cook until lamb starts to tenderize, about 1 1/2 hours. Add freekeh; simmer until freekeh is incorporated into the soup, about 30 minutes.
 Stir peas and butter into soup. Remove pot from heat and stir cilantro into soup. Ladle soup into bowls and squeeze lemon juice into bowls.
"
61," Place garlic, chile pepper, cumin, paprika, cayenne pepper, salt, and pepper in a mortar; grind into a paste using a pestle. Pour in olive oil and mix well.
"
62," Mix 1/2 cup plus 2 tablespoons semolina, 2 tablespoons sesame seeds, sugar, yeast, and salt together in a large bowl. Whisk in oil, egg, and egg white. Stir in warm milk slowly until a liquid dough forms.
 Cover the bowl with a plate or plastic wrap; let stand at room temperature until frothy, about 1 hour.
 Stir in 2 3/4 cups flour with a wooden spoon until a sticky dough forms. Cover again and allow to rest for 30 minutes.
 Line a baking sheet with parchment paper or a baking mat.
 Sprinkle 1 tablespoon flour over the dough and your hands. Mix dough, adding flour as needed, 1 tablespoon at a time, until it pulls away from the sides of the bowl. Shape into a round loaf and place on the prepared baking sheet. Cover loosely with a towel and let rise for 1 hour in a warm place until loaf doubles in volume.
 Preheat oven to 400 degrees F (200 degrees C).
 Beat egg yolk and water in a bowl with a fork; brush over the entire surface of the loaf. Sprinkle 1 tablespoon sesame seeds on top.
 Bake in the preheated oven until loaf is golden brown, about 20 to 25 minutes.
 To decorate, you can make cuts in the top of the loaf with a sharp knife before the final rise and sprinkle sesame seeds on the egg wash in a decorative pattern.
 To speed up the final rising, preheat oven to 400 degrees F (200 degrees C) for about 10 minutes while preparing the dough. Once the bread is decorated and covered with a clean drying cloth, turn the oven off and place the bread inside to rise. It will take only 5 to 10 minutes for the bread to double in volume.
"
63," Combine onions, celery, cilantro, and parsley in a large pot. Stir in turmeric, cumin, paprika, ginger, cayenne pepper, salt, and pepper. Place chicken thighs on top. Drizzle olive oil over chicken. Cover and simmer over low heat until chicken is tender, about 40 minutes.
 Place raisins in a small bowl and cover with hot water; let soak for 10 minutes. Drain.
 Preheat oven to 400 degrees F (200 degrees C).
 Transfer chicken mixture into an oven-safe tagine or casserole dish. Add sweet potato and carrots. Cover with lid or aluminum foil.
 Bake in the preheated oven until sweet potato is soft, about 40 minutes. Add drained raisins and prunes. Continue baking, covered, until raisins and prunes are heated through, about 10 minutes.
 Substitute chicken drumsticks for the thighs if preferred.
"
64," Preheat an oven to 450 degrees F (230 degrees C). Place the whole peppers on aluminum foil. Bake until the skin is spotted black and the peppers are soft, 30 to 45 minutes, turning the peppers once if necessary.
 Remove peppers from the oven and set aside to cool for 10 minutes. Peel off the skin and remove the stem and seeds. Chop the roasted peppers into half-inch pieces.
 Heat the olive oil in a skillet over medium heat. Stir in the onion and cook, stirring frequently, until the onion has softened and turned translucent, about 5 minutes. Add the garlic, salt, and pepper; stir in the chopped peppers and tomato. Cook over medium heat, stirring occasionally, until the tomato is soft and the mixture is well incorporated, about 5 minutes.
"
65," Place freekeh in a small bowl and cover with cold water. Set aside.
 Combine lamb, onion, black pepper, paprika, cinnamon, and salt in a pot. Stir in oil, 1/2 the cilantro, 1/2 the mint, and celery stalk until combined. Simmer over low heat for 15 minutes. Stir in chickpeas; pour in just enough water to cover, and return to a simmer. Stir in zucchini, carrot, and tomato paste.
 Set a steamer over the pot; add tomatoes. Cover and steam tomatoes until soft, about 5 minutes. Crush tomatoes using a wooden spoon, so pulp drips into soup. Remove the steamer and discard leftover tomato peels.
 Add potato to soup and just enough water to cover. Simmer until potato is soft, about 10 minutes.
 Drain freekeh and add to soup. Simmer until soft, about 15 minutes. Remove celery stalk and discard. Sprinkle soup with remaining 1/2 cilantro and remaining 1/2 mint before serving.
"
66," In a medium bowl, whisk together egg, parsley, garlic and crushed red pepper. Mix in Gouda and Emmentaler.
 One sheet at a time, place phyllo dough on a flat surface and brush with about 1 tablespoon butter. Cut lengthwise into 4 strips. Place a rounded teaspoon of the egg mixture at one end of each strip. Fold corner of strip over the filling, forming a triangular fold. Continue folding the length of the strip in triangular folds to form a small stuffed triangle. Repeat with remaining phyllo dough.
 Preheat oven to 350 degrees F (175 degrees C). Lightly butter a large baking sheet.
 Arrange stuffed phyllo triangles in a single layer on the prepared baking sheet. Bake in the preheated oven 30 minutes, or until lightly browned. Serve warm.
"
67," Heat olive oil in a saucepan over medium-high heat. Add onion, salt, and lamb. Break up lamb into small crumbles. Cook, occasionally stirring, until most of the liquid evaporates, about 8 minutes. Toss in garlic, currants, pine nuts, cumin, coriander, cinnamon, paprika, black pepper, cayenne, and allspice. Cook and stir for 1 minute.
 Pour tomato sauce into lamb mixture. Add water, stir, and reduce heat to medium. Cook until lamb mixture dries up and you can stir it without seeing liquid on the bottom of the pan, 20 to 30 minutes. Turn off the heat and let cool completely before using.
 In the meantime, combine egg, yogurt, water, and butter in a bowl. Whisk together thoroughly.
 Preheat the oven to 400 degrees F (200 degrees C). Butter a round baking pan or sheet pan.
 Place 2 sheets of phyllo on your work surface. Keep remaining sheets covered with a damp towel. Sprinkle some egg wash lightly on top and spread using a pastry brush. Layer on 2 more sheets, one at a time, brushing some more egg wash over each.
 Line 1/3 of the lamb filling along one wide edge of the phyllo. Roll pastry up starting from filling side and place it against the edge of the pan. Brush more egg wash on top.
 Shape and fill 2 more rolls with remaining phyllo, most of the egg wash, and filling. Wrap rolls along and inside the first one, filling the pan, and brush with egg wash. Sprinkle sesame seeds on top.
 Bake in the preheated oven until browned and crisp, 35 to 40 minutes. Let cool for 15 minutes.
 Combine yogurt, mint, lemon juice, and garlic for the yogurt sauce. Mix in enough water to achieve the desired consistency for dipping. Season with salt and cayenne. Cut börek into wedges and serve with yogurt sauce.
 Save any extra phyllo, since the filling recipe above makes extra, and you can fold up some smaller, triangular böreks if you want.
 Substitute chopped raisins for the currants if desired.
 If you're not into lamb, this works perfectly with beef. Or try a spinach-cream cheese filling for a vegetarian version.
"
68," Preheat oven to 300 degrees F (150 degrees C). Line a baking sheet with parchment paper. Spread almonds over the baking sheet.
 Bake in the preheated oven until almonds are fragrant and roasted, 20 to 25 minutes.
 Prepare pastry dough while almonds are roasting. Combine flour, 1/2 cup plus 1 tablespoon butter, and salt in a bowl and rub together until the mixture resembles breadcrumbs. Add egg, oil, and 1 1/2 tablespoons orange blossom water; knead everything into a smooth pastry dough. Add a little water, 1 teaspoon at a time, if dough is too dry. Shape pastry dough into a ball, wrap in plastic wrap, and set aside for 30 minutes.
 Remove almonds from oven and cool slightly, about 5 minutes. Place almonds in the bowl of a food processor; process until finely and evenly ground. Add 3/4 cup plus 1 tablespoon sugar, cinnamon, egg, and 1 tablespoon orange blossom water in that order to the food processor, pulsing after each addition until mixture is evenly combined and resembles a paste.
 Remove small walnut-sized portions of filling with greased hands. Roll them into small logs with thin ends. Set aside.
 Preheat oven to 325 degrees F (165 degrees C). Line a baking sheet with parchment paper.
 Roll out half of the pastry dough on a lightly floured surface until very thin. Place one of the almond paste logs on the edge of the pastry, fold pastry over the filling, covering it completely, and seal the edges. Mold with your fingers into a crescent shape. Using a pastry cutter, cut around the crescent, and transfer to the prepared baking sheet. Repeat with remaining dough and filling.
 Bake in the preheated oven until gazelle horns are lightly golden and baked through, about 20 minutes. They should not get too dark. Let cool slightly, about 3 minutes.
 Heat honey in a small saucepan over low-medium heat. Remove from heat and stir in 1 tablespoon orange blossom water. Dip gazelle horns into the honey and place on a serving plate. Sprinkle with crushed pistachios.
 The filling in this recipe has less sugar than usual, because the honey sweetens them further. If you decide to omit the honey, you can add a total of 1 cup of sugar to the filling (or more if you like it extra sweet).
"
69," Sift chickpea flour into a medium bowl; mix in garlic, salt, coriander, turmeric, chili powder, and garam masala. Make a well in the center; gradually pour water into the well and mix to form a thick, smooth batter.
 Heat oil in a large heavy saucepan over medium-high heat to 375 degrees F (190 degrees C).
 While the oil is heating, dip cauliflower florets and onion rings in batter to coat.
 Working in small batches, fry battered vegetables in hot oil until golden brown, about 4 to 5 minutes. Drain on paper towels before serving.
 We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount may vary depending on cook time and temperature, ingredient density, and the specific type of oil used.
"
70," Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 20 minutes. Drain and peel.
 Place cooked potatoes into a bowl and add cornstarch, ginger, cumin, cayenne, cilantro, salt, and pepper. Mash together with a fork. Oil your hands with a little vegetable oil and divide the potato mixture into 4 equal portions. Pat each portion into a potato patty about 1/3-inch thick.
 Heat 1 tablespoon vegetable oil in a skillet over medium heat. Fry potato cakes until golden, about 3 minutes on each side. Remove from heat and keep warm.
 Grind peppercorns and cloves with a mortar and pestle.
 Heat the remaining 2 tablespoons vegetable oil in a skillet over medium-high heat. Stir in red chile peppers, cumin, bay leaves. Add onion, ginger, and garlic. Cook and stir until onion is golden, about 5 minutes. Add pepper-clove mixture, curry powder, and turmeric.
 Mix tomato paste with water. Stir diluted tomato paste and tomato into the skillet. Cook over medium heat until the tomato has softened, about 5 minutes. Stir in chickpeas and simmer over low heat for 10 minutes.
 Spoon chickpea sauce over the potato cakes and sprinkle with cilantro leaves.
"
71," Combine evaporated milk, condensed milk, and whipped topping in a blender and blend in pieces of bread until smooth.
 Pour mixture into a 9x13-inch baking dish or two plastic ice cube trays, sprinkle with cardamom and freeze for 8 hours or overnight.
"
72," As a tragically jaded food professional, who's seen, and eaten it all, it's not often I'm shocked by a new type of food, but that's the perfect word to describe my experience the first time having chaat. We were trying a new Indian restaurant in San Francisco, and as I looked over the menu trying to find familiar favorites, the server mentioned that they had a special ""Chaat"" menu that evening. Oh, great. What's that again?
 He explained it was a type of Indian street food, and described a few offerings, but finished by admitting that to understand it, we really needed to try it. Unsure if this was just a clever sales pitch, or sincere advice, we took a shot and ordered a few of his recommendations. They arrived at our table a few minutes later, and a few minutes after that our minds were blown. Completely and utterly blown.
 One dish was ""Pani Puri,"" featuring small, round, crispy puffs that we filled with diced potatoes and pourable, herbaceous green chutney. It was beyond amazing, and I wanted 50 more. The other was ""Muri Makha;"" a salad of crispy, puffed rice, fruit, and vegetables, dressed with various chutneys. It was a masterpiece of tastes and textures, and one of more thrilling things I'd ever eaten. That experience inspired this ""potato chip salad."" I'm very proud of this, and hope you try it, but as I said in the video, I really hope it inspires you to go out and find the real stuff soon.
 Gather all ingredients.
 Combine yogurt, lime juice, tamarind paste, garam masala, cumin, hot sauce, and sugar in a bowl with a whisk until combined. Taste and adjust as needed; mix in water as needed to reach desired consistency.
 Layer chips, jalapeno, bell pepper, red and green onions, potatoes, mint, cilantro, and yogurt sauce as desired for individual portions, or this can be served salad bar-style and everyone can make their own plate.
 Squeeze lime juice from halves over top and enjoy!
 You can use curry powder instead of garam masala.
"
73," Combine water, sugar, cardamom, rose water, and saffron in a saucepan; bring to a boil. Reduce heat and simmer until consistency is syrupy, 5 to 10 minutes.
 Mix milk powder, flour, and baking soda in a bowl until well-combined. Slowly mix in butter and yogurt until dough comes together. Let gulab dough rest for 5 minutes. Shape into smooth balls the size of pennies.
 Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C). Test the temperature of the oil by dropping in a small piece of dough. When it sits at the bottom of the pan for 1 minute before coming to the surface, the oil is ready.
 Fry 4 gulab balls at a time, stirring carefully, until dark golden brown on all sides, about 2 minutes. Drain on a paper-towel lined plate. Repeat with remaining gulab.
 Bring syrup back up to a boil and drop in fried gulab. Remove from heat and let them soak in the syrup, covered, 45 minutes to 1 hour.
 Try adding ice cream to these hot waffle balls, you'll be delighted!
 The longer you leave the waffle balls in the syrup the better it is going to be; some people leave the waffle balls overnight.
 We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.
"
74," Heat the oil in a wok over medium heat. Saute garlic and green chile for 30 seconds, then stir in onions and ginger. Cook until onions are brown. Add tomatoes, and cook until pasty. Stir in cauliflower, cabbage, peas, carrots and potatoes. Season with pav bhaji masala. Cover, and cook for 15 minutes, stirring occasionally. Season with salt, and stir in lemon juice.
 Toast the dinner rolls, and spread lightly with butter. Serve garnished with chopped onion, green chile and cilantro.
"
75," Cover the mung beans with the water and refrigerate overnight. The next day, drain the beans and reserve the soaking water.
 In a mixing bowl, combine the mung beans, rice flour, cumin seeds, green chile, asafoetida, cilantro, coconut, shredded carrot, and salt. Gradually add the water, mixing well with your hands to form a workable dough. Use only as much water as needed (about 1/2 cup).
 Shape the dough into balls about the size of a tennis ball. Set aside. Flatten one portion of dough into a thin round.
 Heat 2 tablespoons of vegetable oil in a griddle or skillet over medium heat. Place the rotti in the oil, and fry until golden brown, about 30 to 40 seconds. Flip the rotti over and fry until golden. Repeat with the remaining dough, adding 2 tablespoons of oil to the griddle for each rotti. Serve hot.
 When cooking the rotti, allow the griddle to cool down slightly before cooking the next one. You can also use two skillets, alternating between the two.
"
76," Stir the milk, condensed milk, and dry milk powder together in a heavy-bottomed pan and bring to a boil. Add the sugar, cardamom, and saffron to the boiling milk; reduce heat to low and simmer, stirring frequently, for 10 minutes. Remove from heat and allow to cool to room temperature; fold the pistachio nuts into the mixture.
 Pour the mixture into popsicle molds and freeze until solid, about 1 hour
"
77," Mix together cauliflower, chickpea flour, potatoes, water, red onion, salt, garlic, curry powder, coriander, cayenne pepper, and cumin in a large bowl until well combined. Set batter aside to rest for 10 minutes.
 Preheat the air fryer to 350 degrees F (175 degrees C). Grease the basket of the air fryer with cooking spray.
 Spoon 2 tablespoons batter into the prepared basket and flatten. Repeat this as many times as the basket space allows without the pakoras touching. Mist the top of each pakora with cooking spray.
 Cook in the preheated air fryer for 8 minutes. Flip and cook for 8 more minutes. Transfer pakoras to a paper towel-lined plate. Repeat steps 3 and 4 with remaining batter.
"
78," Place 2 cups coconut into a pan and heat over low heat until lightly toasted, making sure not to burn or change color, 2 to 3 minutes. Remove from heat.
 Bring a pot of water to a boil over high heat. Place unopened can of condensed milk into the middle of the pot; boil for 3 to 4 minutes. Remove using tongs; let cool slightly, about 5 minutes. Pour into coconut and add cardamom and vanilla extract. Mix well. Let cool enough to handle, about 5 minutes.
 Form mixture into small balls using oiled hands, as mixture will be very sticky, adding semolina as needed if very wet and runny.
 Place remaining coconut into a shallow bowl or on a plate. Roll ladoos in coconut and serve.
"
79," Bring a medium saucepan of lightly salted water to a boil. Stir in potatoes and peas; cook until potatoes are tender but still firm, about 15 minutes. Drain, mash together, and set aside.
 Meanwhile, heat 2 tablespoons oil in a large saucepan over medium-high heat. Add cumin seeds and bay leaf; stir until fragrant and seeds are browned. Add ground beef and onions; cook until beef is browned and crumbly and onions are soft, about 5 to 7 minutes.
 Stir in garlic and ginger. Season with salt, cumin, coriander, turmeric, chili powder, cinnamon, cardamom, and black pepper. Stir in the mashed potato mixture. Remove from heat and chill in the refrigerator for 1 hour, or until cool.
 Heat 1 quart of oil in a deep saucepan over medium heat.
 Mix cilantro and green chile peppers into potato and beef mixture. Place approximately 1 tablespoon of the mixture onto each phyllo sheet. Fold sheets into triangles, pressing edges together with moistened fingers.
 Lower samosas carefully into the hot oil in batches. Fry until golden brown, about 3 minutes. Transfer to a paper towel-lined plate to drain. Repeat with remaining samosas. Serve warm.
"
80," Soak 10 wooden skewers in cold water for 15 minutes.
 Thread chicken pieces onto the soaked skewers, alternating with scallions.
 Combine sake, soy sauce, mirin, and sugar in a small saucepan and bring to a boil. Reduce heat and simmer for 5 minutes. Reserve 1/2 of the sauce for dipping.
 Heat a grill pan over high heat and lightly brush with vegetable oil. Add skewers and cook until chicken is no longer pink in the center, basting frequently with 1/2 of the sauce, 7 to 10 minutes per side.
"
81," Gather all ingredients.
 Place shrimp in a bowl and season with salt, pepper, and garlic powder.
 Mix flour and paprika together in a shallow bowl. Place eggs in a second bowl and panko in a third bowl.
 Heat oil in a deep fryer or deep skillet to 375 degrees F (190 degrees C). Dip each shrimp into flour mixture, then into egg, and finally into panko crumbs to coat.
 Fry a few shrimp at a time in the hot oil until golden brown, about 5 minutes.
 Remove with a slotted spoon and drain on paper towels before serving.
 Serve and enjoy!
 Nutrition data for this recipe includes the full amount of breading ingredients. The actual amount of breading consumed will vary. We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.
"
82," Combine ground pork, cabbage, egg, spring onions, 1 tablespoon soy sauce, sake, mirin, and ginger in a large bowl; mix well.
 Place approximately 1 to 2 teaspoons of the pork mixture in the center of each gyoza wrapper. Moisten your fingers with water and rub around the edges of each wrapper. Fold wrappers in half over filling, creating a semi circle. Take one side of the wrapper and make crimps along the edges for a decorative pattern (like pleats of a skirt) and press along the edges to seal the two sides together. Ensure there isn't much excess air caught inside the dumpling. Repeat until all the pork mixture is used.
 Heat vegetable oil in a large skillet over medium-high heat. Place as many gyoza in the skillet as fit in a single layer and fry until the bottom is browned, about 3 to 5 minutes. Add water to skillet and reduce heat. Cover and allow gyoza to steam until all the water has evaporated, about 5 minutes. Repeat with the remaining gyoza.
 Mix rice vinegar and soy sauce together for a dipping sauce and serve with the gyoza.
"
83," Heat oil in a small pot over low heat. Add 1 teaspoon ginger and garlic. Cook and stir until slightly browned, about 2 minutes. Stir in 1/4 cup tamari, 1/4 cup sake, mirin, brown sugar, and sesame seeds. Simmer until glaze is slightly thickened, about 5 minutes.
 Combine ground chicken, egg, green onions, carrot, bread crumbs, miso, 2 tablespoons ginger, potato starch, seaweed, 1 tablespoon tamari, 1 tablespoon sake, soy sauce, white sugar, and paprika in a large bowl. Mix into a thick paste, about 5 minutes.
 Preheat a grill for medium heat and lightly oil the grate.
 Roll ground chicken mixture into balls the size of your palm. Flatten them slightly into patties. Grill until well-browned, 3 to 4 minutes. Flip and continue grilling until browned on the second side, 2 to 3 minutes. An instant-read thermometer inserted into the center should read 165 degrees F (74 degrees C).
 Brush glaze over meatballs before serving.
 Substitute dark soy sauce for the tamari in the sauce if desired. Replace the brown sugar with white sugar if desired. Add potato or cornstarch to the glaze to thicken it if you like.
 Substitute red pepper flakes for the paprika if preferred.
 Refrigerate the meatball mixture for 2 hours to allow it to thicken if you like.
 Cook in a grill pan or skillet instead of grilling outdoors if preferred.
"
84," Add potatoes to a large pot of salted water and bring to a boil; cook until tender, about 15 minutes. Drain and pour potatoes into a large bowl. Stir in butter and mash with a fork or potato masher. Set aside.
 Heat 1 tablespoon oil in a large skillet over medium heat. Stir in onions and cook until soft. Stir in beef and soy sauce. Cook, stirring continuously, until beef is browned and all the liquid is evaporated. Combine beef and onions with potatoes, and stir well.
 Heat 1/2 cup oil in a deep skillet or wok over medium-high heat.
 Shape potato and beef mixture into 10 similarly sized balls, then flatten into patties. Dredge patties in flour, then dip in egg, and coat with panko bread crumbs. Carefully place patties into oil and fry until golden brown on each side.
"
