ID, Instructions
93," Place warm water in the bowl of a stand mixer. Sprinkle with yeast. Let yeast dissolve for 10 minutes. Add sugar and bread flour. Sprinkle with salt; add 6 tablespoons butter. Attach the bowl to the stand mixer. Mix dough with the dough hook just until butter is completely kneaded in and the dough forms a ball and pulls away cleanly from the sides of the bowl, 3 or 4 minutes.
 Transfer dough to a work surface and form into a semi-smooth ball. Place dough back in the mixer bowl; cover. Let rise in a warm spot until doubled, about 2 hours.
 Transfer dough to a lightly floured work surface. Push and press dough to deflate it, and form it into a rectangle. Fold into thirds by lifting one end over the middle third, and folding the other side onto the middle. Wrap in plastic wrap. Place on a rimmed baking sheet lined with a silicone mat. Refrigerate until chilled through, about 1 hour.
 Cut 2 sticks butter in half lengthwise and place slightly apart from each other on a length of parchment paper long enough to fold over the butter. Fold the parchment paper over the butter. Press butter down. Roll out with a rolling pin to a square about 8x8 inches. Refrigerate until a little chilled and just barely flexible, 10 or 15 minutes.
 Roll dough out into a rectangle slightly wider than the butter slab and just over twice as long. Place butter on one half of the dough leaving about a 1-inch margin from the edge of the dough. Fold the other half of the dough over the butter. Dust work surface and dough with flour as needed.
 Press rolling pin down on dough to create ridges. Then roll out the ridges. Repeat this process. Keep pressing and rolling until dough is about the same size rectangle as you had before you folded it in half, dusting with just a bit of flour as necessary.
 Starting from the short side, fold one-third of dough over middle third. Then fold the other end over to form a small rectangle. Flatten out just slightly with rolling pin. Transfer to the silicone-lined baking sheet; cover with plastic wrap. Refrigerate until chilled, about 30 minutes.
 Transfer dough back to work surface and repeat pressing and rolling technique until dough is the size of the previous larger rectangle. Fold into thirds again, starting from the short side. Press and roll slightly. Transfer back to lined baking sheet. Cover and refrigerate about 15 minutes.
 Roll back out to a large rectangle. This time, fold dough in half. Then press and roll out into a 1/2-inch thick rectangle, using as little flour as needed to keep dough from sticking.
 Cut dough in half lengthwise using a pastry wheel or pizza cutter. Dust one piece with flour and roll out to a rectangle about 1/4 to 1/8 inch thick. Starting from one corner, cut the dough diagonally crosswise into 8 triangles using a pastry wheel. Starting with the bottom end of each triangle, roll each up toward the tip to form the croissant with the seam at the bottom. If necessary, use a bit of water to seal the tip to the rolled croissant.
 Repeat with the other half of the dough.
 Place shaped croissants on baking sheets lined with silicone mats. Whisk together egg and 1 tablespoon water to make the egg wash. Brush croissants with egg wash. Place in a warm area to allow them to rise, about 45 to 60 minutes.
 Preheat the oven to 400 degrees F (200 degrees C). Brush croissants gently but thoroughly again with egg wash.
 Bake in the preheated oven until beautifully browned, about 25 minutes. Transfer to a cooling rack. Cool to room temperature before serving.
"
94," Preheat the oven to 350 degrees F (175 degrees C).
 Make the scones: Whisk flour, sugar, baking powder, baking soda, and salt together in a large bowl. Cut in cold butter with 2 knives or a pastry blender until mixture resembles coarse crumbs. Whisk milk, lemon juice, lemon zest, and vinegar in a small bowl; stir into flour mixture until dough is moistened.
 Turn dough out onto a lightly floured surface and knead briefly, 5 or 6 turns. Pat or roll dough out into a 1-inch-thick round. Cut into 10 wedge-shaped pieces; arrange 1 inch apart on a baking sheet.
 Bake in the preheated oven until bottom edges are golden brown, 12 to 15 minutes. Cool scones on a wire rack for 15 minutes.
 Meanwhile, make the glaze: Stir confectioners' sugar, melted butter, lemon juice, and vanilla together in a bowl until smooth. Stir water into sugar mixture, 1 tablespoon at a time, to make a glaze; drizzle glaze over warm scones.
"
95," Grease a 9-inch square pan.
 Melt butter in a large saucepan over medium heat. Stir in brown sugar and vanilla; mix in oats. Cook over low heat until ingredients are well blended, about 2 to 3 minutes.
 Press 1/2 of the mixture into the bottom of the prepared pan. Reserve remaining oat mixture for topping.
 Meanwhile, melt chocolate chips and peanut butter in a small heavy saucepan over low heat, stirring frequently until smooth. Pour chocolate mixture over crust in the pan and spread evenly with a knife or the back of a spoon.
 Crumble remaining oat mixture over chocolate layer, pressing down gently. Cover and refrigerate for 2 to 3 hours or overnight. Bring to room temperature before cutting into bars.
"
96," Gather all ingredients.
 Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan, preferably glass.
 Mix flour, baking powder, baking soda, and salt in a bowl.
 Stir bananas, milk, and cinnamon in another bowl.
 Beat sugar and butter together in a third bowl with an electric mixer until light and fluffy; add eggs one at a time, beating well after each addition.
 Stir banana mixture into butter mixture; mix in flour mixture until just blended. Fold in chocolate chips; pour batter into the prepared loaf pan.
 Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 70 minutes. Cool in the pan for 10 minutes before removing to cool completely on a wire rack before slicing.
 Slice and enjoy!
"
97," Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x9-inch baking pan.
 Melt together white chocolate and butter in the top of a double boiler over barely simmering water; stir occasionally until smooth. Set aside to cool.
 Combine flour and salt in a medium bowl; set aside.
 Beat eggs in a large bowl with an electric mixer until foamy. Gradually add sugar and vanilla with the mixer still running. Drizzle in white chocolate mixture; mix well. Stir in flour mixture with a rubber spatula or wooden spoon. Fold in chocolate chips. Spread batter evenly into the prepared pan.
 Bake in the preheated oven until a toothpick inserted into the middle comes out clean, about 25 minutes. Cool in the pan on a wire rack before cutting into bars.
 The magazine version of this recipe uses 1 1/4 cups white chocolate chips and 1/2 cup dried cranberries (optional).
"
98," Place warm water in the bowl of a stand mixer. Sprinkle with yeast. Let yeast dissolve for 10 minutes. Add sugar and bread flour. Sprinkle with salt; add 3 tablespoons butter. Attach the bowl to the stand mixer. Mix dough with the dough hook just until butter is completely kneaded in and the dough forms a ball and pulls away cleanly from the sides of the bowl, 3 or 4 minutes.
 Transfer dough to a work surface and form into a semi-smooth ball. Place dough back in the mixer bowl; cover. Let rise in a warm spot until doubled, about 2 hours.
 Transfer dough to a lightly floured work surface. Push and press dough to deflate it, and form it into a rectangle. Fold into thirds by lifting one end over the middle third, and folding the other side onto the middle. Wrap in plastic wrap. Place on a rimmed baking sheet lined with a silicone mat. Refrigerate until chilled through, about 1 hour.
 Cut 1 stick of butter in 1/2 lengthwise and place halves slightly apart from each other on a length of parchment paper long enough to fold over the butter. Fold the parchment paper over the butter. Press butter down. Roll out with a rolling pin to a square about 8x8 inches. Refrigerate until a little chilled and just barely flexible, 10 or 15 minutes.
 Roll dough out into a rectangle slightly wider than the butter slab and just over twice as long. Place butter on one half of the dough leaving about 1 inch margin from the edge of the dough. Fold the other half of the dough over the butter. Dust work surface and dough with flour as needed.
 Press rolling pin down on dough to create ridges. Then roll out the ridges. Repeat this process. Keep pressing and rolling until dough is about the same size rectangle as you had before you folded it in half, dusting with just a bit of flour as necessary.
 Starting from the short side, fold one-third of dough over middle third. Then fold the other end over to form a small rectangle. Flatten out just slightly with rolling pin. Transfer to the silicone-lined baking sheet; cover with plastic wrap. Refrigerate until chilled, about 30 minutes.
 Transfer dough back to work surface and repeat pressing and rolling technique until dough is the size of the previous larger rectangle. Fold into thirds again, starting from the short side. Press and roll slightly. Transfer back to lined baking sheet. Cover and refrigerate about 15 minutes.
 Roll back out to a large rectangle. This time, fold dough in half. Then press and roll out into a 1/2-inch thick rectangle, using as little flour as needed to keep dough from sticking.
 Dust dough with flour and roll out to a rectangle about 1/8-inch thick. Cut dough lengthwise into 6 pieces using a pastry wheel.
 Pull and stretch out 1 of the dough pieces until ends are slightly tapered. Line 1 to 2 tablespoon of chocolate 1 inch parallel to the bottom edge and an equal amount of chocolate 1 more inch ahead. Roll dough up over the chocolate toward the top short edge to form a croissant with the seam at the bottom. Repeat with the remaining 5 dough pieces.
 Place shaped croissants on baking sheets lined with silicone mats. Whisk together egg and 1 tablespoon water to make the egg wash. Brush croissants with a large portion of the egg wash. Place in a warm area to allow them to rise, 60 to 90 minutes.
 Preheat oven to 400 degrees F (200 degrees C). Brush croissants gently but thoroughly again with egg wash. Sprinkle sea salt on top.
 Bake in preheated oven until beautifully browned, about 25 minutes. Transfer to a cooling rack. Cool to room temperature, about 1 hour.
"
99," Gather all ingredients. Preheat the oven to 325 degrees F (165 degrees C). Grease cookie sheets or line with parchment paper.
 Sift flour, baking soda, and salt together; set aside.
 Beat brown sugar, melted butter, and white sugar with an electric mixer in a large bowl until smooth.
 Beat in egg, egg yolk, and vanilla until light and creamy; add flour mixture and stir until dough is just combined.
 Stir in chocolate chips.
 Drop spoonfuls of dough 3 inches apart onto the prepared baking sheets.
 Bake cookies in the preheated oven until edges are golden, about 15 to 17 minutes.
 Cool on the cookie sheets briefly before transferring them to a wire rack to cool completely.
"
100," Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a tube cake or Bundt pan.
 Mix cake flour, baking powder, baking soda, and salt into a large bowl.
 Beat sugar and butter with an electric mixer on medium speed in a separate bowl until light and fluffy, about 3 minutes. Add eggs, 1 at a time, and beat until well combined. Beat in ricotta cheese, lemon juice, lemon zest, lemon extract, and vanilla extract until well blended. Add flour mixture and mix until batter is smooth. Pour batter into the prepared tube pan.
 Bake in the preheated oven until a toothpick inserted into the center comes out clean, 40 to 50 minutes. Cool in the pan for 10 minutes before inverting on a wire rack to cool completely, about 30 minutes.
 Meanwhile, mix powdered sugar, lemon juice, and lemon zest together. Add more lemon juice if the glaze is too thick, or more powdered sugar if it's too thin. Drizzle the glaze over the cooled cake.
"
101," Preheat the oven to 350 degrees F (175 degrees C). Line a rimmed baking sheet with parchment paper. Line two 12-cup muffin tins with paper liners.
 Place pecans on the prepared baking sheet.
 Roast in the preheated oven until fragrant, 6 to 8 minutes. Transfer to a medium bowl with brown sugar and cinnamon. Mix until coated; set aside.
 Meanwhile, sift flour, baking powder, and salt together in a bowl. Mix milk, vanilla extract, and coffee granules together in another bowl.
 Combine sugar and butter in a large mixing bowl; beat with an electric mixer until sugar granules have dissolved and mixture is smooth and fluffy. Add eggs, 1 at a time, beating briefly after each addition. Beat in applesauce until smooth and creamy. Add flour mixture in 2 batches, alternating with milk mixture, beating only until incorporated.
 Spread 1 tablespoon batter into each prepared cupcake liner, making sure it covers the bottom. Add 1/2 tablespoon of pecan filling on top of each. Cover with remaining batter and top with remaining filling.
 Bake in the preheated oven until a toothpick inserted into the center comes out clean, 18 to 25 minutes. Cool in the tins for 10 minutes before putting onto cooling racks to cool completely.
 You can use 1 packet of Starbucks(R) Via(R) Instant Italian Roast coffee in place of the coffee granules.
 You can also bake this in a greased 9x13-inch pan or glass casserole dish. Alternate batter, filling, batter, and filling, and serve it right out of the pan/dish. Adjust baking time accordingly.
 You can also use a greased fluted tube pan (such as Bundt(R)). Because you will be flipping the cake after baking, alternate filling, batter, filling, and batter. Adjust baking time accordingly.
"
102," Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking pan.
 Line bottom of baking pan with 1 can of crescent rolls. Pinch all seams together to seal.
 In a large bowl, mix together cream cheese, white sugar, lemon juice, vanilla extract and sour cream. Spread filling on top of rolls. Place second can of rolls on top of filling.
 Bake in preheated oven for 20 to 30 minutes.
 In a small bowl, stir together confectioners' sugar, milk and butter. After Danish has cooled, drizzle with icing.
"
103," Gather all ingredients. Heat oil in a deep-fryer to 375 degrees F (190 degrees C).
 Sift together flour, sugar, baking powder, salt, cinnamon, and nutmeg in a large bowl.
 Mix in butter until crumbly.
 Stir in milk and egg until smooth.
 Knead lightly, then turn out onto a lightly floured surface. Roll or pat to 1/4-inch thickness.
 Cut with a doughnut cutter, or use two round biscuit cutters of different sizes.
 Lay doughnuts in hot oil, a few at a time. Do not overcrowd the pan, or oil may overflow.
 Fry, turning once, until golden, about 3 minutes.
 Drain on paper towels.
 Serve and enjoy!
 We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount may vary depending on cook time and temperature, ingredient density, and the specific type of oil used.
"
104," Gather all ingredients.
 Mix 1/3 cup sugar, cinnamon, and cardamom together in a small bowl.
 Sprinkle remaining 1/4 cup sugar onto a work surface. Unfold puff pastry and place over sugar; roll out to a 10x15-inch rectangle. Brush pastry with melted butter, then sprinkle sugar mixture evenly over top.
 Starting with one long edge, roll pastry tightly around filling, stopping in the middle of the rectangle.
 Repeat with the opposite edge, rolling to the center and meeting the first roll. Wet your finger with water and dot along the long edges where the two rolls touch; press gently to seal. Refrigerate until slightly firm, 5 to 10 minutes.
 Meanwhile, preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment paper.
 Cut chilled pastry into 1/4-inch slices; place 1 inch apart onto the prepared baking sheet.
 Bake in the preheated oven until golden and crisp, about 12 minutes. Let rest briefly on the baking sheet before transferring to a wire rack to cool completely.
"
105," Preheat oven to 325 degrees F (165 degrees C). Line a baking sheet with parchment paper.
 Beat butter and sugar together in a bowl until mixture is creamy. Beat in eggs, orange zest, orange extract, and almond extract.
 Whisk flour, baking powder, baking soda, and salt in a separate bowl; mix dry ingredients into moist ingredients to make a stiff dough. Mix sweetened cranberries into dough. Form dough into a ball, cut into halves, and shape each half into a log. Place logs onto prepared baking sheet.
 Bake in the preheated oven until the edges are lightly browned, 20 to 25 minutes. Let logs cool completely on wire racks.
 Cut logs into slices on a slight diagonal and lay the slices on the parchment-lined baking sheet. Bake biscotti until crisp and lightly golden brown, about 7 minutes.
"
106," Gather all ingredients.
 Preheat the oven to 400 degrees F (200 degrees C). Grease 8 muffin cups or line with paper liners.
 To make the muffins: Whisk flour, sugar, baking powder, and salt together in a large bowl.
 Pour oil into a small liquid measuring cup. Add egg and enough milk to reach the 1-cup mark; stir until combined.
 Pour into flour mixture and mix just until batter is combined. Fold in blueberries; set batter aside.
 To make the crumb topping: Combine sugar, flour, butter, and cinnamon in a small bowl. Mix with a fork until crumbly.
 Spoon batter into the prepared muffin cups, filling right to the top. Sprinkle with crumb topping.
 Bake in the preheated oven until a toothpick inserted in the center of a muffin comes out clean, 20 to 25 minutes.
"
107," Make the dough: Place milk, water, melted butter, egg, bread flour, pudding mix, sugar, salt, and yeast into a bread machine in the order listed, or follow the order recommended by the manufacturer if different. Run Dough cycle. Remove dough from the machine after the cycle is done, about 90 minutes.
 When the dough is almost finished, start the filling: Mix brown sugar, pecans, and cinnamon together in a bowl until well combined. Butter a 9x13-inch baking pan.
 Turn dough out onto a lightly floured surface and roll into a 17x10-inch rectangle. Spread 1/2 cup softened butter over the rectangle, then sprinkle brown sugar mixture over top.
 Beginning with the long side, roll dough over filling into a log; cut log into sixteen 1-inch slices. Place slices, cut-sides up, into the prepared pan. Let rise in a warm place until doubled in volume, about 45 minutes.
 Preheat the oven to 350 degrees F (175 degrees C).
 Bake rolls in the preheated oven until golden brown, 15 to 20 minutes. Remove from the oven and let cool for 10 minutes.
 While the rolls are cooling, make the frosting: Stir confectioners' sugar, softened butter, cream cheese, milk, and vanilla together in a bowl until well combined. Spread over warm rolls.
"
108," Preheat the oven to 350 degrees F (175 degrees C). Grease two 8x4-inch loaf pans.
 Beat eggs in a mixing bowl with an electric mixer until frothy. Slowly add sugar while continually beating. Stir in oil and vanilla; continue beating until mixture is thick. Stir in zucchini.
 Mix flour, cinnamon, baking soda, salt, and baking powder together in a separate bowl; pour into zucchini mixture and stir until just combined. Mix in walnuts. Divide batter between the prepared loaf pans.
 Bake in the preheated oven until a toothpick inserted into the center of each loaf comes out clean, about 1 hour. Cool in the pans for 10 minutes, then loosen the edges with a knife, remove the loaves, and let cool completely on a wire rack.
"
109," In a blender, combine ice cubes, strawberries, milk and honey. Blend until smooth. Pour into glass and enjoy!
"
110," Blend strawberries, coconut milk, yogurt, flax seed, almond butter, honey, and vanilla in a blender until no traces of yogurt can be seen. Stop the blender and scrape down the sides with a rubber spatula. Continue blending until the mixture is completely smooth, about 1 more minute.
 Please note that this shake is not very sweet. It is meant to keep you full and prevent a crash before lunch from too much sugar. You can use any frozen fruit. Chocolate coconut milk beverage also works great with cherries or strawberries! You can add more honey (or other sweetener) to taste. You can substitute unsweetened coconut milk if you want to reduce the sugar even further. The type of yogurt used really makes a difference, too. Stick to Greek yogurt for the protein, and buy a high quality brand (Fage(R) is my favorite). Any frozen fruit and nut butter work well. The combinations are endless!
"
111," In a blender combine strawberries, ice, milk, ice cream and sugar. Blend until smooth.
"
112," Blend strawberries, ice cream, milk, honey, and vanilla extract together in an electric blender. Blend in ice.
 Pour into glasses, squirt on whipped cream, and drizzle chocolate sauce on top.
"
113," Pour 1/2 cup milk into an ice cube tray and freeze until firm.
 Combine milk ice cubes, remaining 1/2 cup milk, strawberries, lime juice, and vanilla in a blender; blend until smooth. Serve immediately.
 I keep milk ice cubes in a resealable plastic bag in the freezer which makes this even easier to prepare. If you prefer your milkshake sweeter, feel free to add a little sugar, depending on the sweetness of the berries.
"
114," In the container of a blender, combine milk, strawberries, ice cream, and sugar. Blend until smooth, about 10 seconds. Pour into a glass and drink with a wide straw.
"
115," Blend frozen yogurt, milk, and strawberries in a blender until creamy.
 This recipe can easily be made with a hand blender or any type of food processor.
"
116," Combine milk, strawberries, honey, and vanilla in a blender. Blend until smooth.
 Pour into glasses and serve.
"
117," Combine ice cream, sliced strawberries, milk, syrup, and basil leaves in a blender; blend until smooth. Pour into a tall milkshake glass and garnish with the whole strawberry.
"
118," Blend milk, banana, ice cream, and chocolate sauce together in a blender on high speed until smooth, about 1 minute.
"
119," Combine eggnog, ice cream, and milk in a blender. Blend on high until incorporated. Pour into a glass, garnish with whipped cream, and dust with cinnamon if desired.
 Feel free to use vanilla or even eggnog flavored ice cream instead of butter pecan.
"
120," Combine eggnog, vanilla ice cream, and peppermint extract in a blender, blend until smooth.
 Pour milkshake into a glass and garnish with whipped cream and crushed peppermint. Serve immediately.
 Feel free to use peppermint ice cream, or eggnog flavored ice cream.
"
121," Gather all ingredients.
 Blend ice cream, milk, and vanilla extract together in a blender until smooth.
 Pour into glasses and serve.
"
122," Place ice cubes in a Vitamix blender, followed in order by oat milk, cocoa powder, malted milk powder, condensed milk, protein powder, Cool Whip, and vanilla extract.
 Turn blender on to Variable 1, increase to Variable 10, then to High. Blend until mixture is smooth, 45 seconds to 1 minute. Pour into a glass and enjoy.
"
123," Pour chocolate milk into ice cube trays and freeze until solid, at least 4 hours and up to 24.
  
 Process frozen milk cubes, frozen whipped topping, whole milk, and sweetened condensed milk in a food processor until smooth. Serve immediately or freeze in an airtight container up to 1 week.
 For easier blending, transfer frozen milk cubes to a zip-top bag, then pound with a meat mallet or rolling pin into small pieces.
"
124," Gather all ingredients.
 Blend ice cubes, milk, banana, protein powder, peanut butter, honey, and cocoa powder together in a blender until smooth.
 Enjoy!
"
125," Gather all ingredients.
 Place ice, milk, sugar, and vanilla extract into a blender; blend until smooth.
 Pour into glasses and serve.
"
126," Blend chocolate sandwich cookies, ice cream, and milk together in a blender until smooth. Pour into 2 glasses.
"
127," Gather all ingredients.
 Combine ice, milk, banana, sugar, and cinnamon in a blender; blend until smooth.
"
128," Gather the ingredients.
 Blend ice cream, milk, mint extract, and food coloring together in a blender until smooth.
 Drizzle chocolate syrup around the inside of 2 tall glasses; pour shake into the glasses. Top with whipped cream and green sugar.
"
129," Combine ice cream, milk, and peanut butter in a blender; blend until smooth, about 45 seconds.
"
130," Combine avocado, milk, ice cream, ice, sugar, and lemon juice in a blender. Purée until smooth.
"
131," Place 1 scoop of ice cream into each of two tall glasses. Pour root beer carefully over the ice cream. Add another scoop and repeat. If possible, repeat again. Top each with whipped cream and cherries.
"
132," Place the frozen banana chunks, powdered drink mix, milk, and vanilla ice cream into a blender, and blend until smooth and creamy. Pour into large glasses.
"
133," Place thawed frozen strawberries, amaretto liqueur, vanilla ice cream, vanilla extract, crushed ice, and vanilla vodka into a blender.
 Cover and blend until smooth.
 Pour into a glass and garnish with whipped cream and a fresh strawberry.
"
134," Process the watermelon and milk together in a blender until smooth. Add the sugar and blend another 10 seconds to incorporate. Serve immediately.
"
135," In a blender, combine the ice cream, milk, chocolate drink mix and powdered egg whites. Cover, and blend until smooth. You may need to stop and stir once or twice to get it evenly mixed. The shake will be very thick.
"
136," Combine orange segments, zest, soy milk, yogurt, ice, protein powder, and vanilla in a blender. Blend until smooth.
"
137," Combine the ginger ale and ice cream in a blender; blend until smooth.
"
138," In a blender combine strawberries, banana, peaches, apples, and ice cream. Blend until smooth. Add ice, pour in milk and blend again until smooth. Serve immediately.
"
139," Combine banana, milk, coffee-flavored liqueur, rum, and cinnamon in a blender; blend until smooth.
"
144," Combine chocolate ice cream, milk, cocoa powder, vanilla extract, nutmeg, and cinnamon in a blender; blend until smooth.
"
145," In a blender, combine milk, peanut butter cup and ice cream. Blend until smooth.
"
146," In a blender, combine cold coffee, ice cream and chocolate syrup. Blend until smooth. Pour into glasses and serve.
"
147," Place milk, avocado, banana, and honey in a blender; blend until smooth.
"
148," In a blender or food processor, combine milk, vanilla, sugar, coffee powder and crushed ice. Blend until smooth. Pour into glasses and serve.
"
149," Refrigerate 2 tall glasses until chilled, at least 30 minutes.
 Set oven rack about 6 inches from the heat source and preheat the oven's broiler.
 Spread marshmallow cream over graham crackers and place on a nonstick baking sheet.
 Broil graham crackers until marshmallow cream turns golden, about 3 minutes. Let cool.
 Pour chocolate milkshakes into chilled glasses. Place glasses on large plates. Top each milkshake with 2 scoops ice cream.
 Decorate milkshakes with broiled marshmallow crackers, muffins, cookies, toaster pastries, and peanut butter cups. Drizzle chocolate syrup on top and garnish with chocolate sprinkles.
"
150," Stir peanut butter and jelly together in a bowl until smooth.
 Blend milk, ice, and vanilla extract in a blender for 30 seconds; add the peanut butter mixture and continue blending until smooth, about 30 seconds more.
"
151," Combine ice cream, milk, chocolate syrup, and peppermint extract in a blender; blend until smooth.
 Pour into 2 glasses and serve.
"
152," Mix all milkshake ingredients in a blender and blend until frothy.
 Rim a Mason jar with chocolate icing and dip into your choice of toppings from the toppings bar. Pour milkshake from the blender into the jar - and complete with more toppings.
 Stay Stylish, Drink Responsibly.Baileys Irish Cream Liqueur. 17% Alc/Vol. Paddington Bottling Co., Norwalk, CT.
"
153," Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil, covering the edges completely. Place a baking rack on top of the foil and spray the rack with cooking spray.
 Place 1/2 of the bacon slices onto the prepared rack. Using a pastry brush, coat one side of the slices with about 1 tablespoon maple syrup. Take the ends of each strip and twist in opposite directions until the syrup-glazed side is twisted into the interior and the bacon is coiled tight. Place toothpicks in each end of the bacon strips to hold in place.
 Bake in the preheated oven for 15 minutes. Remove from the oven and brush another 1 tablespoon maple syrup over the slices. Continue baking until cooked through and crispy, about 5 more minutes. Remove from the oven and let cool.
 Cook remaining bacon in a skillet over medium heat, flipping occasionally, until crispy, about 5 minutes.
 Transfer bacon slices from the skillet to a saucepan, then pour in about 1 tablespoon bacon grease. Add remaining 6 tablespoons maple syrup to the saucepan. Cook and stir over medium heat until flavors have combined, 3 to 4 minutes. Remove from the heat and cool, allowing the bacon flavor to infuse into the syrup, about 10 minutes.
 Transfer bacon from the skillet to a cutting board; chop into bits.
 Combine bacon-infused maple syrup and milk in a blender; blend on low speed until combined. Add ice cream and blend on medium until mixed but still thick. Add most of the bacon bits and stir until incorporated into the milkshake.
 Pour milkshake into four glasses and top each with 1 tablespoon whipped cream. Sprinkle remaining bacon bits over whipped cream and garnish each with a bacon twist.
 Thin bacon works best for the bacon twists; use whatever bacon you like for the milkshake.
"
154," In a blender, combine banana, ice cream, milk, egg white and vanilla extract. Blend until smooth. Pour into glasses and serve.
 This recipe contains raw egg. We recommend that pregnant women, young children, the elderly, and the infirm do not consume raw egg. Learn more about egg safety from our article, How to Make Your Eggs Safe. 
"
155," In a blender combine milk, ice cream and orange juice concentrate. Blend until smooth. Pour into glasses, garnish with an orange slice and serve.
"
156," Combine the hot cocoa mix, milk, ice cream, coffee, and ice in a blender; blend until smooth. Pour into a tall glass and garnish with whipped cream if desired.
"
157," Combine the milk, coffee, banana, ice cream, chocolate syrup, and ice in a blender; blend until smooth.
"
158," Combine cold brew concentrate, ice cream, half-and-half, and almond extract in blender.
 Blend on high for 30 to 60 seconds until it reaches desired consistency.
 Top with crushed cookies and whipped cream.
 This recipe was developed by this Allrecipes Allstar as part of a campaign sponsored by Gevalia.
"
159," Place vanilla ice cream and milk in a blender; blend until smooth.
 Add blueberries, banana, sugar, and vanilla extract; blend until evenly mixed.
"
160," Place pumpkin pie in a blender. Add ice cream, bourbon, 1/4 teaspoon pumpkin pie spice, and whole milk. Blend milkshakes until smooth.
 Pour milkshakes into 2 glasses; top with whipped cream and remaining pumpkin pie spice.
"
161," Blend ice cubes, peppermint candies, and chocolate chips together in a blender until evenly blended and slightly grainy. Add ice cream, peppermint extract, and red food coloring; blend until smooth. Add milk and blend until desired consistency is reached.
 I would recommend the Ninja(R) blender. It is very quick and blends beautifully.
 Of course add or deduct milk for your consistency preference. If you like more mint flavor, I recommend adding more extract than peppermint candies and if you prefer a mild mint flavor you can leave the extract out or just use a few drops.
"
162," Place chilled cold brew concentrate, cream of coconut, almond extract, and ice cream in a blender. Blend all ingredients just enough to mix well, 10 to 15 seconds. Pour into a large glass.
 Top with whipped cream, sweetened coconut flakes, almond slices, and a maraschino cherry.
 This recipe was developed by this Allrecipes Allstar as part of a campaign sponsored by Gevalia.
"
163," Place a steamer insert into a saucepan and fill with water to just below the bottom of the steamer. Bring water to a boil.
 Add ube, cover, and steam until tender, about 20 minutes. Cool until easily handled, then cut into cubes.
 Combine 1/4 cup cubed ube, milk, and vanilla ice cream in a blender; blend until smooth.
 If you can't find fresh ube, you could use ube jam or powdered ube instead.
 Nutrition data for this recipe includes the full amount of ube. The actual amount of ube consumed will vary.
"
164," Combine banana, frozen yogurt, milk, eggnog, ice cubes, and malted milk powder; blend until smooth.
"
